Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Acres_seeded
Rice,Loamy,6.5,15.72411927,80,9.078572472,91,72,55,9.046898815,72.66666667,33
Soybean,Clay,6.25,18.00637591,80,8.89863702,54,50,44,51.71320893,43.16666667,14
Corn,Loamy,6.5,14.01897552,80,13.68590356,84,66,50,37.28008099,66.66666667,67
Barley,Clay,6.25,12.39117027,80,12.71930444,60,50,40,16.74371634,43.75,71
Soybean,Clay,6.25,13.39859525,80,9.704516782,54,50,44,22.89229046,43.16666667,27
Barley,Clay,6.25,16.67372013,80,9.481708102,60,50,40,46.70658342,43.75,4
Soybean,Clay,6.25,18.55707485,80,10.01494391,54,50,44,49.17390262,43.16666667,87
Barley,Peaty,5.5,13.96479696,80,4.806052193,55,45,35,18.50397202,22.5,94
Soybean,Clay,6.25,13.23087651,80,5.377615655,54,50,44,20.53060392,43.16666667,21
Barley,Clay,6.25,25.51414373,74.48585627,4.537449583,60,50,40,32.80839149,43.75,93
Rice,Loamy,6.5,15.20625202,80,6.880336302,91,72,55,2.182984591,72.66666667,33
Barley,Loamy,6.5,12.83956143,80,7.81170669,70,60,50,23.74231008,60,2
Soybean,Loamy,6.5,12.06344901,80,9.565480351,63,60,55,17.79079072,59.33333333,15
Corn,Clay,6.25,16.98604155,80,8.893337084,72,55,40,60.35058082,48.70833333,97
Rice,Clay,6.25,22.34973878,77.65026122,13.18914245,78,60,44,54.0692803,53.08333333,28
Soybean,Loamy,6.5,24.86972951,75.13027049,10.91041437,63,60,55,44.11442005,59.33333333,80
Corn,Clay,6.25,12.09650697,80,8.939245561,72,55,40,15.54285821,48.70833333,15
Barley,Clay,6.25,14.02642232,80,12.51687661,60,50,40,30.97652037,43.75,40
Soybean,Clay,6.25,10.03305055,80,14.31154662,54,50,44,0.235758956,43.16666667,30
Barley,Peaty,5.5,16.06065869,80,9.518257316,55,45,35,37.47356087,22.5,62
Soybean,Clay,6.25,14.40382291,80,11.90971323,54,50,44,38.19122167,43.16666667,92
Barley,Loamy,6.5,18.85669666,80,11.78314711,70,60,50,78.61562773,60,8
Corn,Clay,6.25,14.11966094,80,8.044859881,72,55,40,31.27480366,48.70833333,76
Soybean,Sandy,6.75,14.00919101,80,5.64685823,45,40,33,25.28716117,34.41666667,81
Barley,Loamy,6.5,20.15646011,79.84353989,11.53144828,70,60,50,95.64363153,60,29
Soybean,Peaty,5.5,19.48638677,80,12.28217007,49.5,45,38.5,56.76268118,22.16666667,25
Corn,Clay,6.25,13.01559928,80,4.541257853,72,55,40,22.72840582,48.70833333,33
Barley,Sandy,6.75,12.63591302,80,14.56361085,50,40,30,17.64475398,35,81
Soybean,Sandy,6.75,17.3313563,80,5.703143224,45,40,33,40.32167082,34.41666667,95
Barley,Sandy,6.75,17.29249238,80,13.63833796,50,40,30,47.52252169,35,1
Soybean,Peaty,5.5,18.7459719,80,15.0909924,49.5,45,38.5,43.29559599,22.16666667,33
Soybean,Peaty,5.5,15.5313573,80,7.659113874,49.5,45,38.5,25.03471592,22.16666667,87
Corn,Sandy,6.75,18.70116224,80,9.592435309,60,44,30,53.45270692,39.08333333,15
Soybean,Clay,6.25,17.46669643,80,11.2056603,54,50,44,51.79264725,43.16666667,27
Corn,Loamy,6.5,14.96792849,80,8.847264172,84,66,50,52.26664969,66.66666667,23
Barley,Clay,6.25,14.33302406,80,8.061559519,60,50,40,29.12252246,43.75,8
Soybean,Clay,6.25,18.96069213,80,9.527282196,54,50,44,61.59726323,43.16666667,88
Corn,Peaty,5.5,20.45429759,79.54570241,11.5590391,66,49.5,35,56.98111256,25.08333333,89
Rice,Peaty,5.5,18.80179277,80,10.51144951,71.5,54,38.5,25.93175796,27.33333333,9
Barley,Loamy,6.5,19.65149178,80,8.419056031,70,60,50,90.25273171,60,96
Soybean,Clay,6.25,18.55418041,80,8.01539022,54,50,44,64.64543856,43.16666667,89
Corn,Peaty,5.5,17.80162902,80,8.678394213,66,49.5,35,43.72626397,25.08333333,60
Barley,Loamy,6.5,17.66669322,80,8.727361121,70,60,50,70.39849654,60,84
Soybean,Clay,6.25,15.50128013,80,16.42972735,54,50,44,36.5780211,43.16666667,8
Soybean,Sandy,6.75,12.2797778,80,7.789804338,45,40,33,12.15604912,34.41666667,80
Barley,Loamy,6.5,13.8483023,80,8.762208402,70,60,50,33.1976096,60,66
Soybean,Loamy,6.5,16.48375901,80,11.02588454,63,60,55,61.51021223,59.33333333,95
Corn,Clay,6.25,15.03507092,80,10.01933257,72,55,40,38.32911509,48.70833333,33
Barley,Clay,6.25,13.87356463,80,12.29982073,60,50,40,28.11067915,43.75,20
Soybean,Peaty,5.5,17.902655,80,14.96999213,49.5,45,38.5,40.92116153,22.16666667,1
Corn,Peaty,5.5,13.18299008,80,8.548292556,66,49.5,35,14.691829,25.08333333,13
Barley,Peaty,5.5,18.96311447,80,7.814173706,55,45,35,51.42255956,22.5,76
Soybean,Clay,6.25,13.07558814,80,12.54328363,54,50,44,22.24566391,43.16666667,79
Barley,Sandy,6.75,12.47703364,80,10.63968407,50,40,30,11.99168873,35,58
Corn,Clay,6.25,12.35640499,80,6.310306459,72,55,40,21.22705785,48.70833333,32
Rice,Loamy,6.5,18.18262232,80,10.44726188,91,72,55,34.24819035,72.66666667,40
Barley,Sandy,6.75,15.07628502,80,9.178041387,50,40,30,27.37352884,35,47
Soybean,Sandy,6.75,11.61604479,80,15.3810143,45,40,33,10.07436655,34.41666667,40
Corn,Peaty,5.5,13.72453666,80,9.492952896,66,49.5,35,22.09391313,25.08333333,6
Barley,Clay,6.25,18.66637842,80,7.667223778,60,50,40,69.7051712,43.75,7
Soybean,Clay,6.25,15.88418808,80,8.413283277,54,50,44,37.81085261,43.16666667,57
Corn,Peaty,5.5,15.63329516,80,13.75250992,66,49.5,35,28.92555208,25.08333333,47
Rice,Sandy,6.75,18.93358552,80,15.01858791,65,48,33,26.70736857,42.58333333,12
Barley,Loamy,6.5,17.65765182,80,10.88451344,70,60,50,65.64606166,60,20
Soybean,Sandy,6.75,10.27708645,80,10.14866532,45,40,33,1.250317959,34.41666667,85
Corn,Sandy,6.75,16.16573374,80,8.205922197,60,44,30,46.26550413,39.08333333,13
Rice,Sandy,6.75,15.76506133,80,8.283332181,65,48,33,4.777443112,42.58333333,57
Soybean,Clay,6.25,15.15708106,80,8.946578705,54,50,44,36.77785799,43.16666667,49
Corn,Loamy,6.5,20.84736269,79.15263731,9.029560014,84,66,50,77.5177438,66.66666667,99
Barley,Clay,6.25,10.35883185,80,12.2272062,60,50,40,3.079588961,43.75,10
Soybean,Loamy,6.5,21.96668581,78.03331419,4.928693668,63,60,55,50.98899554,59.33333333,20
Corn,Sandy,6.75,13.32763291,80,8.256080361,60,44,30,21.03594743,39.08333333,75
Soybean,Sandy,6.75,19.58185395,80,8.271238875,45,40,33,49.53284953,34.41666667,100
Rice,Clay,6.25,16.60353441,80,16.99038705,78,60,44,13.59113444,53.08333333,11
Barley,Sandy,6.75,19.79813565,80,9.07514236,50,40,30,61.6151657,35,86
Soybean,Clay,6.25,18.79961611,80,6.794235791,54,50,44,49.23905411,43.16666667,9
Rice,Peaty,5.5,18.0002,80,8.077210391,71.5,54,38.5,18.43131914,27.33333333,20
Barley,Clay,6.25,18.91923263,80,5.670976517,60,50,40,75.05502198,43.75,2
Soybean,Loamy,6.5,26.77876755,73.22123245,5.668628138,63,60,55,26.02866007,59.33333333,4
Rice,Peaty,5.5,15.01707973,80,8.132275391,71.5,54,38.5,0.105481867,27.33333333,30
Barley,Loamy,6.5,13.2019472,80,7.13522348,70,60,50,31.88210226,60,98
Corn,Sandy,6.75,10.35441698,80,11.19857035,60,44,30,2.173795263,39.08333333,99
Barley,Clay,6.25,23.74132115,76.25867885,13.22087294,60,50,40,42.23899675,43.75,15
Corn,Sandy,6.75,11.52857525,80,7.265858169,60,44,30,10.08362463,39.08333333,68
Barley,Clay,6.25,10.73027422,80,14.03276931,60,50,40,5.757569617,43.75,90
Soybean,Sandy,6.75,21.33031271,78.66968729,9.848993095,45,40,33,50.63311605,34.41666667,23
Soybean,Loamy,6.5,12.16768175,80,5.195222456,63,60,55,16.5628459,59.33333333,70
Corn,Loamy,6.5,13.50924958,80,5.686485766,84,66,50,36.13407067,66.66666667,84
Barley,Peaty,5.5,14.50143641,80,12.00768169,55,45,35,26.00824355,22.5,82
Corn,Clay,6.25,15.91520114,80,5.516214995,72,55,40,48.48214735,48.70833333,54
Rice,Sandy,6.75,31.74856241,68.25143759,9.499602984,65,48,33,19.82431402,42.58333333,11
Barley,Sandy,6.75,25.74612534,74.25387466,10.98933357,50,40,30,20.8685668,35,61
Corn,Peaty,5.5,27.15112359,72.84887641,4.320270673,66,49.5,35,17.20215844,25.08333333,26
Soybean,Sandy,6.75,19.50657429,80,9.506962132,45,40,33,48.33653043,34.41666667,7
Corn,Peaty,5.5,16.02824473,80,7.297024307,66,49.5,35,37.67235272,25.08333333,94
Rice,Sandy,6.75,26.94331506,73.05668494,10.1033772,65,48,33,47.22618748,42.58333333,32
Soybean,Sandy,6.75,28.1976082,71.8023918,9.693255055,45,40,33,8.654751356,34.41666667,41
Corn,Sandy,6.75,23.30754663,76.69245337,11.15706749,60,44,30,44.66068122,39.08333333,59
Barley,Sandy,6.75,19.82780571,80,9.103538912,50,40,30,53.56041103,35,59
Soybean,Loamy,6.5,25.21035705,74.78964295,6.545009165,63,60,55,42.24767308,59.33333333,89
Corn,Clay,6.25,20.4384195,79.5615805,8.122045619,72,55,40,82.03578244,48.70833333,19
Barley,Peaty,5.5,20.37028066,79.62971934,12.16897107,55,45,35,55.39760423,22.5,18
Soybean,Clay,6.25,18.13480584,80,6.860880154,54,50,44,55.22273114,43.16666667,77
Corn,Sandy,6.75,26.84032469,73.15967531,10.45392001,60,44,30,21.73792155,39.08333333,99
Rice,Sandy,6.75,21.11607234,78.88392766,6.739814344,65,48,33,46.73336245,42.58333333,19
Barley,Sandy,6.75,25.64229558,74.35770442,7.229809408,50,40,30,20.6354392,35,86
Soybean,Loamy,6.5,24.33639625,75.66360375,15.73785568,63,60,55,52.34592337,59.33333333,22
Corn,Loamy,6.5,22.62800419,77.37199581,10.30067569,84,66,50,76.97955965,66.66666667,45
Rice,Sandy,6.75,22.38021224,77.61978776,7.905660895,65,48,33,49.28102994,42.58333333,22
Barley,Sandy,6.75,23.32972668,76.67027332,4.006055796,50,40,30,38.75559652,35,26
Soybean,Clay,6.25,21.26996416,78.73003584,8.2635979,54,50,44,76.45186278,43.16666667,53
Corn,Loamy,6.5,17.43209318,80,11.37898944,84,66,50,76.73407723,66.66666667,79
Rice,Loamy,6.5,18.34506039,80,12.25757699,91,72,55,34.11918005,72.66666667,36
Barley,Clay,6.25,28.05974284,71.94025716,5.462801274,60,50,40,13.03532246,43.75,7
Soybean,Sandy,6.75,24.09697341,75.90302659,7.586452344,45,40,33,37.80137749,34.41666667,81
Corn,Peaty,5.5,23.81685965,76.18314035,7.771509043,66,49.5,35,40.34543575,25.08333333,96
Rice,Sandy,6.75,19.97700684,80,8.077904038,65,48,33,30.84773463,42.58333333,13
Barley,Clay,6.25,22.49789771,77.50210229,11.96978734,60,50,40,51.65973048,43.75,75
Corn,Clay,6.25,29.6165518,70.3834482,11.28921856,72,55,40,2.123277172,48.70833333,23
Barley,Clay,6.25,23.54768412,76.45231588,10.24982212,60,50,40,46.04642451,43.75,58
Soybean,Clay,6.25,17.3898094,80,7.19494694,54,50,44,54.37141225,43.16666667,54
Soybean,Peaty,5.5,24.70928335,75.29071665,10.83014248,49.5,45,38.5,25.95770091,22.16666667,32
Rice,Clay,6.25,30.24867178,69.75132822,15.5212113,78,60,44,41.06446521,53.08333333,11
Barley,Sandy,6.75,27.48731155,72.51268845,9.832266373,50,40,30,14.15826468,35,60
Soybean,Loamy,6.5,26.89599128,73.10400872,7.247814135,63,60,55,24.79782064,59.33333333,100
Barley,Clay,6.25,23.98575808,76.01424192,11.89119979,60,50,40,38.12116521,43.75,48
Soybean,Loamy,6.5,23.55826366,76.44173634,8.027933975,63,60,55,65.35367958,59.33333333,100
Barley,Peaty,5.5,18.87794891,80,9.054916027,55,45,35,43.0568564,22.5,71
Soybean,Peaty,5.5,22.24694187,77.75305813,13.36854429,49.5,45,38.5,41.19309546,22.16666667,53
Corn,Sandy,6.75,19.43853422,80,9.134952821,60,44,30,55.20347826,39.08333333,82
Soybean,Loamy,6.5,24.35570534,75.64429466,8.359397961,63,60,55,51.52562379,59.33333333,18
Corn,Loamy,6.5,23.02529899,76.97470101,8.373456944,84,66,50,72.82035314,66.66666667,88
Rice,Clay,6.25,18.42154555,80,6.900744849,78,60,44,32.92371378,53.08333333,35
Soybean,Peaty,5.5,26.07018972,73.92981028,10.65857841,49.5,45,38.5,18.70131365,22.16666667,33
Corn,Loamy,6.5,19.72462078,80,11.35511186,84,66,50,86.38925674,66.66666667,83
Rice,Clay,6.25,25.48220712,74.51779288,6.569615965,78,60,44,72.86329226,53.08333333,16
Soybean,Clay,6.25,19.29225466,80,10.56901463,54,50,44,54.68191906,43.16666667,47
Corn,Sandy,6.75,19.88747061,80,3.32151576,60,44,30,65.95292507,39.08333333,4
Barley,Loamy,6.5,29.49785507,70.50214493,7.732521136,70,60,50,4.534090406,60,21
Corn,Sandy,6.75,28.07242401,71.92757599,16.20120906,60,44,30,10.76024537,39.08333333,91
Rice,Peaty,5.5,22.78161743,77.21838257,13.0078287,71.5,54,38.5,57.93054826,27.33333333,42
Barley,Sandy,6.75,22.60123016,77.39876984,10.84179798,50,40,30,36.02729941,35,48
Corn,Clay,6.25,29.15923177,70.84076823,9.286764283,72,55,40,5.954004071,48.70833333,71
Barley,Loamy,6.5,22.88030772,77.11969228,7.192087657,70,60,50,46.22066964,60,96
Soybean,Peaty,5.5,23.59512758,76.40487242,8.977541224,49.5,45,38.5,35.54173783,22.16666667,56
Corn,Loamy,6.5,22.6473373,77.3526627,17.53223041,84,66,50,81.73369586,66.66666667,36
Soybean,Loamy,6.5,24.31499598,75.68500402,7.633395727,63,60,55,44.21565669,59.33333333,74
Corn,Loamy,6.5,28.78309543,71.21690457,10.54627049,84,66,50,12.85751617,66.66666667,90
Barley,Clay,6.25,20.38271165,79.61728835,9.05381676,60,50,40,63.06681025,43.75,75
Corn,Clay,6.25,28.87707182,71.12292818,11.14569181,72,55,40,8.798455704,48.70833333,92
Soybean,Peaty,5.5,22.41111812,77.58888188,10.68592042,49.5,45,38.5,38.83770312,22.16666667,98
Corn,Peaty,5.5,23.99446824,76.00553176,7.827388766,66,49.5,35,31.87966084,25.08333333,80
Barley,Loamy,6.5,28.96834273,71.03165727,13.00640696,70,60,50,9.00614994,60,70
Corn,Loamy,6.5,26.65523844,73.34476156,14.87538726,84,66,50,32.11981303,66.66666667,32
Rice,Clay,6.25,27.12293678,72.87706322,13.25753333,78,60,44,72.42803548,53.08333333,23
Barley,Sandy,6.75,20.93850943,79.06149057,16.48963116,50,40,30,49.13132172,35,40
Soybean,Clay,6.25,25.37919501,74.62080499,11.97861558,54,50,44,31.38542843,43.16666667,60
Corn,Sandy,6.75,26.12668739,73.87331261,9.242097106,60,44,30,24.31224,39.08333333,13
Barley,Sandy,6.75,26.95222061,73.04777939,4.728355724,50,40,30,13.93436547,35,28
Soybean,Clay,6.25,26.5403018,73.4596982,11.52746289,54,50,44,23.56182666,43.16666667,83
Corn,Clay,6.25,18.31473713,80,13.3483861,72,55,40,57.06692684,48.70833333,31
Soybean,Sandy,6.75,16.69416426,80,11.04761125,45,40,33,37.85404132,34.41666667,97
Corn,Clay,6.25,24.39322564,75.60677436,12.99382461,72,55,40,38.67539676,48.70833333,33
Barley,Peaty,5.5,27.55617866,72.44382134,9.60530687,55,45,35,10.51163112,22.5,81
Soybean,Sandy,6.75,23.87796432,76.12203568,9.896871197,45,40,33,39.80476264,34.41666667,78
Rice,Clay,6.25,31.71767327,68.28232673,15.04025995,78,60,44,24.53338478,53.08333333,22
Barley,Sandy,6.75,28.89965172,71.10034828,9.341930469,50,40,30,4.645734441,35,46
Soybean,Clay,6.25,24.27338358,75.72661642,10.39094485,54,50,44,35.6519538,43.16666667,91
Corn,Peaty,5.5,21.40444282,78.59555718,11.53325694,66,49.5,35,55.7292651,25.08333333,85
Barley,Clay,6.25,21.91864417,78.08135583,13.64397355,60,50,40,67.11134072,43.75,22
Soybean,Loamy,6.5,25.61747966,74.38252034,12.20737916,63,60,55,32.54211095,59.33333333,70
Corn,Loamy,6.5,29.27272121,70.72727879,16.06782466,84,66,50,5.666071349,66.66666667,81
Barley,Sandy,6.75,19.36822676,80,8.934306919,50,40,30,55.88082467,35,93
Soybean,Loamy,6.5,22.04685428,77.95314572,14.48281251,63,60,55,70.92588715,59.33333333,95
Corn,Clay,6.25,27.1379816,72.8620184,4.370746458,72,55,40,16.8907637,48.70833333,17
Barley,Sandy,6.75,29.11730113,70.88269887,9.607114051,50,40,30,4.305967389,35,69
Barley,Peaty,5.5,18.443991,80,5.881962701,55,45,35,48.72936513,22.5,36
Corn,Sandy,6.75,23.23111796,76.76888204,8.624025982,60,44,30,46.38221325,39.08333333,56
Barley,Peaty,5.5,25.15872637,74.84127363,6.863237729,55,45,35,28.12531426,22.5,59
Soybean,Peaty,5.5,22.90947765,77.09052235,10.4483076,49.5,45,38.5,44.62502028,22.16666667,7
Corn,Loamy,6.5,22.6409869,77.3590131,13.04483354,84,66,50,77.74472145,66.66666667,72
Rice,Loamy,6.5,23.66466151,76.33533849,8.009345067,91,72,55,90.44073622,72.66666667,53
Soybean,Sandy,6.75,26.89953985,73.10046015,4.117653058,45,40,33,15.15170963,34.41666667,91
Corn,Sandy,6.75,22.18844846,77.81155154,6.671429333,60,44,30,53.65114493,39.08333333,38
Rice,Peaty,5.5,30.90626872,69.09373128,12.71597443,71.5,54,38.5,24.68401359,27.33333333,55
Barley,Peaty,5.5,29.47968697,70.52031303,11.90517045,55,45,35,2.284689101,22.5,17
Soybean,Loamy,6.5,27.0073125,72.9926875,14.27949182,63,60,55,29.55507601,59.33333333,66
Corn,Clay,6.25,17.04473,80,6.040400385,72,55,40,61.70145247,48.70833333,45
Barley,Loamy,6.5,24.50321853,75.49678147,9.96397529,70,60,50,50.90496695,60,43
Soybean,Peaty,5.5,20.30433774,79.69566226,11.36370647,49.5,45,38.5,52.16442996,22.16666667,99
Corn,Sandy,6.75,29.31651971,70.68348029,5.646756524,60,44,30,4.012065897,39.08333333,70
Rice,Peaty,5.5,27.23019308,72.76980692,13.40435784,71.5,54,38.5,46.2865115,27.33333333,30
Soybean,Peaty,5.5,25.47831531,74.52168469,9.221601883,49.5,45,38.5,26.47106674,22.16666667,77
Rice,Loamy,6.5,26.39531254,73.60468746,13.99094928,91,72,55,92.38330755,72.66666667,25
Soybean,Loamy,6.5,24.40075158,75.59924842,7.942902859,63,60,55,47.88832312,59.33333333,86
Corn,Loamy,6.5,27.11278314,72.88721686,10.14937847,84,66,50,28.63967075,66.66666667,94
Barley,Peaty,5.5,23.44049013,76.55950987,7.640035999,55,45,35,41.09319949,22.5,7
Soybean,Sandy,6.75,27.90496311,72.09503689,11.55400653,45,40,33,9.432688381,34.41666667,56
Corn,Sandy,6.75,23.98208359,76.01791641,12.17736779,60,44,30,37.75415473,39.08333333,97
Barley,Peaty,5.5,25.75999993,74.24000007,13.87210383,55,45,35,21.93216863,22.5,44
Rice,Loamy,6.5,32.15360249,67.84639751,15.01891434,91,72,55,34.40862852,72.66666667,36
Barley,Loamy,6.5,22.97996676,77.02003324,9.14032433,70,60,50,76.50243624,60,38
Soybean,Sandy,6.75,25.74340231,74.25659769,11.76892626,45,40,33,27.31290842,34.41666667,1
Corn,Peaty,5.5,29.61098923,70.38901077,8.43336332,66,49.5,35,2.411443795,25.08333333,58
Barley,Clay,6.25,20.09573537,79.90426463,9.497167686,60,50,40,71.82006995,43.75,68
Soybean,Loamy,6.5,25.47089952,74.52910048,10.50627309,63,60,55,34.39353293,59.33333333,18
Corn,Clay,6.25,20.47934313,79.52065687,11.03508446,72,55,40,74.59349946,48.70833333,6
Barley,Sandy,6.75,28.25680025,71.74319975,7.686280602,50,40,30,10.08539579,35,53
Corn,Loamy,6.5,26.90348265,73.09651735,10.29238064,84,66,50,32.260175,66.66666667,29
Barley,Sandy,6.75,19.83626267,80,13.00383228,50,40,30,64.79380295,35,87
Soybean,Clay,6.25,22.81936196,77.18063804,11.63097056,54,50,44,40.738073,43.16666667,74
Barley,Peaty,5.5,12.45214572,80,10.14008356,55,45,35,15.6270555,22.5,19
Soybean,Loamy,6.5,22.90247572,77.09752428,14.86639795,63,60,55,56.48111952,59.33333333,86
Rice,Clay,6.25,25.60849204,74.39150796,8.834555876,78,60,44,70.92755496,53.08333333,33
Barley,Loamy,6.5,25.831181,74.168819,6.252040676,70,60,50,35.13958198,60,66
Corn,Loamy,6.5,29.09830764,70.90169236,8.846815406,84,66,50,8.429716944,66.66666667,54
Soybean,Loamy,6.5,22.82339651,77.17660349,12.0887078,63,60,55,72.71968867,59.33333333,48
Corn,Loamy,6.5,27.67789984,72.32210016,9.686430849,84,66,50,23.21946113,66.66666667,16
Rice,Loamy,6.5,25.52955987,74.47044013,8.280985392,91,72,55,98.10648442,72.66666667,41
Soybean,Peaty,5.5,18.96417594,80,7.473109606,49.5,45,38.5,49.21134879,22.16666667,83
Corn,Peaty,5.5,21.50472687,78.49527313,11.33580235,66,49.5,35,47.89589192,25.08333333,99
Barley,Peaty,5.5,28.19429274,71.80570726,7.019936445,55,45,35,8.411997787,22.5,32
Soybean,Loamy,6.5,23.93364401,76.06635599,8.716005277,63,60,55,56.38768052,59.33333333,15
Rice,Loamy,6.5,28.61440412,71.38559588,8.199152731,91,72,55,57.52380635,72.66666667,58
Soybean,Peaty,5.5,24.83019689,75.16980311,12.45053469,49.5,45,38.5,30.91074903,22.16666667,59
Corn,Loamy,6.5,18.13135364,80,4.585553525,84,66,50,84.93151542,66.66666667,73
Rice,Loamy,6.5,26.11052685,73.88947315,11.69976432,91,72,55,91.65131775,72.66666667,26
Barley,Clay,6.25,24.71378199,75.28621801,12.73373938,60,50,40,37.22028827,43.75,53
Rice,Peaty,5.5,21.49050947,78.50949053,11.90389062,71.5,54,38.5,46.56591812,27.33333333,10
Corn,Peaty,5.5,20.28305871,79.71694129,11.31509541,66,49.5,35,58.47728236,25.08333333,89
Barley,Sandy,6.75,17.51368455,80,5.34481403,50,40,30,46.24241557,35,5
Soybean,Sandy,6.75,20.39374226,79.60625774,9.376565019,45,40,33,49.012897,34.41666667,70
Corn,Loamy,6.5,27.39201226,72.60798774,6.877153296,84,66,50,28.66235162,66.66666667,63
Rice,Peaty,5.5,25.53935406,74.46064594,12.29059116,71.5,54,38.5,67.06225204,27.33333333,30
Soybean,Loamy,6.5,26.58329724,73.41670276,5.986075467,63,60,55,35.42885819,59.33333333,30
Corn,Clay,6.25,27.37299564,72.62700436,8.744667456,72,55,40,20.60498446,48.70833333,56
Rice,Loamy,6.5,17.32572421,80,14.35318461,91,72,55,24.21614246,72.66666667,46
Soybean,Peaty,5.5,22.73288411,77.26711589,15.93221013,49.5,45,38.5,41.68708094,22.16666667,100
Rice,Loamy,6.5,30.78989987,69.21010013,7.491093764,91,72,55,46.00889207,72.66666667,5
Barley,Sandy,6.75,25.23081186,74.76918814,13.1729828,50,40,30,24.2833958,35,2
Soybean,Loamy,6.5,17.63341882,80,6.315137309,63,60,55,59.52590683,59.33333333,84
Barley,Sandy,6.75,20.08995793,79.91004207,11.94913216,50,40,30,55.17126975,35,29
Soybean,Peaty,5.5,24.67427424,75.32572576,7.642656018,49.5,45,38.5,27.27104735,22.16666667,4
Corn,Sandy,6.75,29.31134318,70.68865682,13.56133135,60,44,30,4.507646551,39.08333333,75
Soybean,Loamy,6.5,29.28422847,70.71577153,9.550064402,63,60,55,5.455644897,59.33333333,82
Corn,Sandy,6.75,26.8134466,73.1865534,9.574279523,60,44,30,16.87954922,39.08333333,14
Soybean,Clay,6.25,23.51250863,76.48749137,13.69745846,54,50,44,41.00173117,43.16666667,67
Corn,Sandy,6.75,24.36823327,75.63176673,8.789260125,60,44,30,32.6862265,39.08333333,56
Rice,Sandy,6.75,25.52715561,74.47284439,12.39256033,65,48,33,63.73874496,42.58333333,13
Soybean,Clay,6.25,25.995253,74.004747,3.777888719,54,50,44,31.77479046,43.16666667,41
Rice,Peaty,5.5,24.55313915,75.44686085,11.50439054,71.5,54,38.5,69.07738555,27.33333333,56
Corn,Peaty,5.5,29.09437698,70.90562302,12.11130115,66,49.5,35,4.525089122,25.08333333,61
Rice,Peaty,5.5,24.7958792,75.2041208,13.46435579,71.5,54,38.5,79.44496714,27.33333333,32
Barley,Sandy,6.75,23.20323535,76.79676465,8.632990585,50,40,30,37.53678079,35,58
Soybean,Peaty,5.5,23.9911236,76.0088764,7.344712728,49.5,45,38.5,32.48928362,22.16666667,18
